# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_upstream_gene_variant
NSUN2	NSUN2	NM_017755.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NTAQ1	NTAQ1	NM_018024.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NTN1	NTN1	NM_004822.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NTNG2	NTNG2	NM_032536.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NTSR1	NTSR1	NM_002531.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NUB1	NUB1	NM_001243351.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NUBPL	NUBPL	NM_025152.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NUCKS1	NUCKS1	NM_022731.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
NUDT18	NUDT18	NM_024815.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NUDT2	NUDT2	NM_001161.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NUDT3	NUDT3	NM_006703.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NUDT6	NUDT6	NM_007083.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NUDT9	NUDT9	NM_024047.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NUMB	NUMB	NM_001005743.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NUP153	NUP153	NM_005124.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NUP155	NUP155	NM_153485.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NUP210L	NUP210L	NM_207308.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0
NUP42	NUP42	NM_007342.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NUP88	NUP88	NM_002532.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NUP93	NUP93	NM_014669.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NWD2	NWD2	NM_001144990.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NXF1	NXF1	NM_006362.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NXN	NXN	NM_022463.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NXNL1	NXNL1	NM_138454.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
NYAP2	NYAP2	NM_001371273.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OBP2A	OBP2A	NM_014582.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OCA2	OCA2	NM_000275.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ODF4	ODF4	NM_153007.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OLA1	OLA1	NM_013341.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OLFM1	OLFM1	NM_001282611.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OLFM2	OLFM2	NM_058164.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
OPCML	OPCML	NM_001012393.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OPHN1	OPHN1	NM_002547.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OPN3	OPN3	NM_014322.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OR10G6	OR10G6	NM_001355219.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OR6J1	OR6J1	NM_001348233.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OR7D2	OR7D2	NM_175883.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
OR8H3	OR8H3	NM_001005201.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OR9Q1	OR9Q1	NM_001005212.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ORMDL1	ORMDL1	NM_016467.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OSBPL2	OSBPL2	NM_144498.4	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0
OSBPL3	OSBPL3	NM_015550.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OSGEPL1	OSGEPL1	NM_022353.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OSTN	OSTN	NM_198184.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTOA	OTOA	NM_144672.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTUD7B	OTUD7B	NM_020205.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OXSR1	OXSR1	NM_005109.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
P4HTM	P4HTM	NM_177939.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PA2G4	PA2G4	NM_006191.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PABPC3	PABPC3	NM_030979.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PACC1	PACC1	NM_018252.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PACS1	PACS1	NM_018026.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PAEP	PAEP	NM_002571.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PAFAH1B2	PAFAH1B2	NM_002572.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PAIP2	PAIP2	NM_016480.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PAK5	PAK5	NM_177990.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PALD1	PALD1	NM_014431.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PALM	PALM	NM_002579.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PALM2AKAP2	PALM2AKAP2	NM_007203.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PALM3	PALM3	NM_001145028.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PAPSS2	PAPSS2	NM_001015880.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PARD3	PARD3	NM_001184785.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PARD3B	PARD3B	NM_001302769.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PARK7	PARK7	NM_007262.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PARN	PARN	NM_002582.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PARP16	PARP16	NM_001316943.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PARP9	PARP9	NM_001146105.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PATJ	PATJ	NM_001350145.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PAX7	PAX7	NM_001135254.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PBLD	PBLD	NM_022129.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PBX1	PBX1	NM_002585.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCCA	PCCA	NM_000282.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PCDH15	PCDH15	NM_001384140.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
PCDH15	PCDH15	NM_033056.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
PCDH17	PCDH17	NM_001040429.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PCDH9	PCDH9	NM_203487.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA1	PCDHGA1	NM_018912.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA10	PCDHGA10	NM_018913.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA11	PCDHGA11	NM_018914.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA12	PCDHGA12	NM_003735.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA2	PCDHGA2	NM_018915.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA3	PCDHGA3	NM_018916.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA4	PCDHGA4	NM_018917.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA5	PCDHGA5	NM_018918.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA6	PCDHGA6	NM_018919.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA7	PCDHGA7	NM_018920.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA8	PCDHGA8	NM_032088.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGA9	PCDHGA9	NM_018921.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGB1	PCDHGB1	NM_018922.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGB2	PCDHGB2	NM_018923.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGB3	PCDHGB3	NM_018924.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGB4	PCDHGB4	NM_003736.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGB5	PCDHGB5	NM_018925.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGB6	PCDHGB6	NM_018926.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGB7	PCDHGB7	NM_018927.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGC3	PCDHGC3	NM_002588.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PCGF1	PCGF1	NM_032673.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PCGF3	PCGF3	NM_006315.7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCID2	PCID2	NM_001127202.4	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0
PCMT1	PCMT1	NM_001360452.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PCP4L1	PCP4L1	NM_001102566.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCSK2	PCSK2	NM_002594.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PCSK9	PCSK9	NM_174936.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0
PDE10A	PDE10A	NM_001385079.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PDE3B	PDE3B	NM_000922.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PDE4B	PDE4B	NM_002600.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PDE5A	PDE5A	NM_001083.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PDE8A	PDE8A	NM_002605.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PDGFRA	PDGFRA	NM_006206.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PDGFRB	PDGFRB	NM_002609.4	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	2	0	0	1
PDIA4	PDIA4	NM_004911.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PDP1	PDP1	NM_018444.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PDS5B	PDS5B	NM_015032.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PDXK	PDXK	NM_003681.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PDZD2	PDZD2	NM_178140.4	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0
PEBP1	PEBP1	NM_002567.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PENK	PENK	NM_001135690.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PEPD	PEPD	NM_000285.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PET117	PET117	NM_001164811.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PEX1	PEX1	NM_000466.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PEX12	PEX12	NM_000286.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PGAP2	PGAP2	NM_014489.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PHACTR3	PHACTR3	NM_080672.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PHC2	PHC2	NM_001385109.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PHC3	PHC3	NM_024947.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PHEX	PHEX	NM_000444.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PHKG2	PHKG2	NM_000294.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PHLDB2	PHLDB2	NM_001134438.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PHOX2B	PHOX2B	NM_003924.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PHRF1	PHRF1	NM_001286581.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PHTF2	PHTF2	NM_001395272.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PHYHD1	PHYHD1	NM_001100876.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PI4KA	PI4KA	NM_058004.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIANP	PIANP	NM_001244014.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIAS1	PIAS1	NM_016166.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIAS4	PIAS4	NM_015897.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIGB	PIGB	NM_004855.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIGT	PIGT	NM_015937.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIK3AP1	PIK3AP1	NM_152309.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIK3C2G	PIK3C2G	NM_001288772.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIK3CB	PIK3CB	NM_006219.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PIK3R3	PIK3R3	NM_003629.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIK3R6	PIK3R6	NM_001010855.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIKFYVE	PIKFYVE	NM_015040.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIP5K1B	PIP5K1B	NM_003558.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PITPNC1	PITPNC1	NM_012417.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PITX1	PITX1	NM_002653.5	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PIWIL2	PIWIL2	NM_018068.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PIWIL3	PIWIL3	NM_001255975.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PKD1L1	PKD1L1	NM_138295.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PKD1L3	PKD1L3	NM_181536.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PKNOX2	PKNOX2	NM_001382323.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLA2G4A	PLA2G4A	NM_024420.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLA2G6	PLA2G6	NM_003560.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLAT	PLAT	NM_000930.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLCB4	PLCB4	NM_001377142.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PLCG1	PLCG1	NM_002660.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PLCH1	PLCH1	NM_014996.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLCXD1	PLCXD1	NM_018390.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLCXD2	PLCXD2	NM_001413064.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PLEKHA5	PLEKHA5	NM_001256470.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLEKHA7	PLEKHA7	NM_001329630.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLEKHG2	PLEKHG2	NM_022835.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PLEKHG6	PLEKHG6	NM_001384598.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHO1	PLEKHO1	NM_016274.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLIN3	PLIN3	NM_005817.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLVAP	PLVAP	NM_031310.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLXDC2	PLXDC2	NM_032812.9	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLXNC1	PLXNC1	NM_005761.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PNKD	PNKD	NM_015488.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PNN	PNN	NM_002687.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
POC1A	POC1A	NM_015426.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
POLA1	POLA1	NM_001330360.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
POLDIP3	POLDIP3	NM_032311.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
POLQ	POLQ	NM_199420.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
POLR3H	POLR3H	NM_001018050.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
POM121L2	POM121L2	NM_033482.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
POSTN	POSTN	NM_006475.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
POT1	POT1	NM_015450.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
POTEE	POTEE	NM_001083538.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PPARGC1B	PPARGC1B	NM_133263.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PPHLN1	PPHLN1	NM_201439.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PPIP5K1	PPIP5K1	NM_001394395.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PPIP5K2	PPIP5K2	NM_001276277.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PPP1R10	PPP1R10	NM_002714.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PPP1R2B	PPP1R2B	NM_206858.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PPP2R3A	PPP2R3A	NM_002718.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PPP2R5A	PPP2R5A	NM_006243.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PPP6C	PPP6C	NM_002721.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PPP6R2	PPP6R2	NM_001242898.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
PPTC7	PPTC7	NM_139283.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PPY	PPY	NM_002722.5	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PRAMEF15	PRAMEF15	NM_001098376.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PRDM10	PRDM10	NM_199437.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRDM15	PRDM15	NM_001040424.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRDM16	PRDM16	NM_022114.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRDX4	PRDX4	NM_006406.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PREX1	PREX1	NM_020820.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PREX2	PREX2	NM_024870.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRICKLE1	PRICKLE1	NM_153026.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PRKAA1	PRKAA1	NM_006251.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRKACA	PRKACA	NM_002730.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRKAG2	PRKAG2	NM_016203.4	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
PRKAR2A	PRKAR2A	NM_004157.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRKAR2B	PRKAR2B	NM_002736.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRKCD	PRKCD	NM_006254.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PRKCQ	PRKCQ	NM_006257.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRKD1	PRKD1	NM_002742.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRKG1	PRKG1	NM_006258.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRKX	PRKX	NM_005044.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRLR	PRLR	NM_000949.7	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PRMT9	PRMT9	NM_138364.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PROSER2	PROSER2	NM_153256.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PROZ	PROZ	NM_003891.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PRPF3	PRPF3	NM_004698.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRPSAP1	PRPSAP1	NM_002766.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PRR5L	PRR5L	NM_001160167.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRRC2A	PRRC2A	NM_004638.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRRC2C	PRRC2C	NM_001387844.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PRSS56	PRSS56	NM_001195129.2	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PRTFDC1	PRTFDC1	NM_020200.7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRTG	PRTG	NM_173814.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
PRXL2A	PRXL2A	NM_032333.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSKH1	PSKH1	NM_006742.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PSMA8	PSMA8	NM_001025096.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PSMD12	PSMD12	NM_002816.5	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PSMD13	PSMD13	NM_002817.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSPC1	PSPC1	NM_001354909.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
PTBP1	PTBP1	NM_002819.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTCHD1	PTCHD1	NM_173495.3	protein_coding	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0
PTDSS1	PTDSS1	NM_014754.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PTEN	PTEN	NM_000314.8	protein_coding	0	1	0	2	0	1	0	0	0	0	0	0	2	1	0	0
PTER	PTER	NM_001261836.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
